Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms
2026-06-01 13:29:42.721;TERMINAL;OUTPUT;;;0
2026-06-01 13:29:42.725;TERMINAL;OUTPUT;=== Simulierter Kommunikationsmodus gestartet ===;;0










2026-06-01 13:29:42;SESSION;START;SIMULATION;;0
2026-06-01 13:29:42.741;TERMINAL;OUTPUT;[Worker] CSV-Logging initialisiert: logs\2026-06-01\plis_simulation_log.csv;;0
2026-06-01 13:29:42.758;TERMINAL;OUTPUT;;;0
ch] MOCK-MODUS: Virtuell verbunden mit SIM_LASER;;0
2026-06-01 13:29:42.767;TERMINAL;OUTPUT;=== Test: Status-Decoder fuer OsTech GS-Antwort ===;;0
2026-06-01 13:29:42.780;TERMINAL;OUTPUT;[SR830] MOCK-MODUS: Virtuell verbunden mit SIM_LOCKIN;;0
2026-06-01 13:29:42.788;TERMINAL;OUTPUT;Eingabe: 0x4405;;0
2026-06-01 13:29:42.788;TERMINAL;OUTPUT;;;0
2026-06-01 13:29:42.793;TERMINAL;OUTPUT;=== ASYNCHRONER DATEN-WORKER GESTARTET ===;;0
2026-06-01 13:29:42.803;TERMINAL;OUTPUT;Decoded Ergebnis: {'valid': True, 'active_states': ['Interlock OK', 'Laser Current ON'], 'laser_current_on': True, 'raw': '0x4405'};;0
2026-06-01 13:29:42.811;TERMINAL;OUTPUT;Status-Decoder-Test erfolgreich abgeschlossen.;;0
2026-06-01 13:29:42.817;TERMINAL;OUTPUT;;;0
2026-06-01 13:29:42.820;TERMINAL;OUTPUT;Automatischer Simulationslauf startet...;;0
2026-06-01 13:29:42.827;TERMINAL;OUTPUT;Sende OsTech: GS;;0
2026-06-01 13:29:42.849;OsTech_Manual;GS;0x4405;Interlock OK | Laser Current ON;14.07
2026-06-01 13:29:42.856;TERMINAL;OUTPUT;[2026-06-01 13:29:42.853] OsTech_Manual        Befehl: GS              │ Antwort: Interlock OK | Laser Current ON          │ 14.1ms;;0
2026-06-01 13:29:42.897;SR830;SNAP? 1,2;0.33640, -0.30261;0.33640, -0.30261;9.01
2026-06-01 13:29:42.899;TERMINAL;OUTPUT;[2026-06-01 13:29:42.898] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.33640, -0.30261                        │ 9.0ms;;0
2026-06-01 13:29:42.998;SR830;SNAP? 1,2;0.32184, -0.28951;0.32184, -0.28951;10.43
2026-06-01 13:29:43.002;TERMINAL;OUTPUT;[2026-06-01 13:29:43.000] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.32184, -0.28951                        │ 10.4ms;;0
2026-06-01 13:29:43.097;SR830;SNAP? 1,2;0.28524, -0.25657;0.28524, -0.25657;8.20
2026-06-01 13:29:43.099;TERMINAL;OUTPUT;[2026-06-01 13:29:43.098] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.28524, -0.25657                        │ 8.2ms;;0
2026-06-01 13:29:43.200;SR830;SNAP? 1,2;0.27526, -0.24759;0.27526, -0.24759;10.25
2026-06-01 13:29:43.202;TERMINAL;OUTPUT;[2026-06-01 13:29:43.201] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.27526, -0.24759                        │ 10.3ms;;0
2026-06-01 13:29:43.300;SR830;SNAP? 1,2;0.26514, -0.23848;0.26514, -0.23848;8.52
2026-06-01 13:29:43.302;TERMINAL;OUTPUT;[2026-06-01 13:29:43.300] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.26514, -0.23848                        │ 8.5ms;;0
2026-06-01 13:29:43.335;TERMINAL;OUTPUT;Sende OsTech: GT;;0
2026-06-01 13:29:43.352;OsTech_Manual;GT;2611.52;2611.52;12.59
2026-06-01 13:29:43.355;TERMINAL;OUTPUT;[2026-06-01 13:29:43.353] OsTech_Manual        Befehl: GT              │ Antwort: 2611.52                                  │ 12.6ms;;0
2026-06-01 13:29:43.400;SR830;SNAP? 1,2;0.24644, -0.22165;0.24644, -0.22165;8.68
2026-06-01 13:29:43.404;TERMINAL;OUTPUT;[2026-06-01 13:29:43.401] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.24644, -0.22165                        │ 8.7ms;;0
2026-06-01 13:29:43.501;SR830;SNAP? 1,2;0.24018, -0.21601;0.24018, -0.21601;8.13
2026-06-01 13:29:43.503;TERMINAL;OUTPUT;[2026-06-01 13:29:43.502] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.24018, -0.21601                        │ 8.1ms;;0
2026-06-01 13:29:43.603;SR830;SNAP? 1,2;0.23732, -0.21344;0.23732, -0.21344;9.98
2026-06-01 13:29:43.606;TERMINAL;OUTPUT;[2026-06-01 13:29:43.605] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.23732, -0.21344                        │ 10.0ms;;0
2026-06-01 13:29:43.702;SR830;SNAP? 1,2;0.23656, -0.21275;0.23656, -0.21275;8.13
2026-06-01 13:29:43.705;TERMINAL;OUTPUT;[2026-06-01 13:29:43.703] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.23656, -0.21275                        │ 8.1ms;;0
2026-06-01 13:29:43.800;OsTech;GS;0x4000;;12.27
2026-06-01 13:29:43.803;TERMINAL;OUTPUT;[2026-06-01 13:29:43.801] OsTech               Befehl: GS              │ Antwort:                                          │ 12.3ms;;0
2026-06-01 13:29:43.820;OsTech;GT;2353.46;2353.46 °C;12.11
2026-06-01 13:29:43.823;TERMINAL;OUTPUT;[2026-06-01 13:29:43.821] OsTech               Befehl: GT              │ Antwort: 2353.46 °C                               │ 12.1ms;;0
2026-06-01 13:29:43.836;SR830;SNAP? 1,2;0.23475, -0.21112;0.23475, -0.21112;8.58
2026-06-01 13:29:43.838;TERMINAL;OUTPUT;Sende SR830: PHAS?;;0
2026-06-01 13:29:43.839;TERMINAL;OUTPUT;[2026-06-01 13:29:43.836] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.23475, -0.21112                        │ 8.6ms;;0
2026-06-01 13:29:43.852;SR830_Manual;PHAS?;1.01;1.01;8.19
2026-06-01 13:29:43.855;TERMINAL;OUTPUT;[2026-06-01 13:29:43.853] SR830_Manual         Befehl: PHAS?           │ Antwort: 1.01                                     │ 8.2ms;;0
2026-06-01 13:29:43.937;SR830;SNAP? 1,2;0.23475, -0.21112;0.23475, -0.21112;8.28
2026-06-01 13:29:43.939;TERMINAL;OUTPUT;[2026-06-01 13:29:43.938] SR830                Befehl: SNAP? 1,2       │ Antwort: 0.23475, -0.21112                        │ 8.3ms;;0
