Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-10,12:13:10,873,Serial Communication,SR830,R,PHAS,26,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:11,245,Serial Communication,SR830,R,PHAS,5,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:11,720,Serial Communication,SR830,R,PHAS,76,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:11,951,Serial Communication,SR830,R,PHAS,91,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:12,283,Serial Communication,SR830,R,PHAS,43,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:12,525,Serial Communication,SR830,R,PHAS,40,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:12,867,Serial Communication,SR830,R,PHAS,19,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:13,219,Serial Communication,SR830,R,PHAS,84,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:13,630,Serial Communication,SR830,R,PHAS,81,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:13,672,Serial Communication,SR830,R,PHAS,31,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:13,993,Serial Communication,SR830,R,PHAS,69,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:14,295,Serial Communication,SR830,R,PHAS,68,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:14,566,Serial Communication,SR830,R,PHAS,58,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:14,627,Serial Communication,SR830,R,PHAS,38,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:15,089,Serial Communication,SR830,R,PHAS,32,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:15,391,Serial Communication,SR830,R,PHAS,78,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:15,622,Serial Communication,SR830,R,PHAS,33,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:15,693,Serial Communication,SR830,R,PHAS,59,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:15,915,Serial Communication,SR830,R,PHAS,23,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:16,057,Serial Communication,SR830,R,PHAS,21,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:16,310,Serial Communication,SR830,R,PHAS,99,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:16,471,Serial Communication,SR830,R,PHAS,49,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:16,703,Serial Communication,SR830,R,PHAS,21,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:16,925,Serial Communication,SR830,R,PHAS,41,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:17,257,Serial Communication,SR830,R,PHAS,8,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:17,619,Serial Communication,SR830,R,PHAS,73,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:18,040,Serial Communication,SR830,R,PHAS,60,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:18,261,Serial Communication,SR830,R,PHAS,21,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:18,573,Serial Communication,SR830,R,PHAS,55,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:18,844,Serial Communication,SR830,R,PHAS,23,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
2026-09-10,12:13:18,966,Serial Communication,SR830,R,PHAS,100,Testing Log and Import,Wir sind Geil, Auf jeden,Fall, !!!
